PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"27876639","Behavioral changes in male mice fed a high-fat diet are associated with IL-1β expression in specific brain regions","Almeida-Suhett CP, Graham A, Chen Y, Deuster P.","Physiol Behav. 2017 Feb 1;169:130-140. doi: 10.1016/j.physbeh.2016.11.016. Epub 2016 Nov 19.","Almeida-Suhett CP","Physiol Behav","2017","2016/11/24","","","10.1016/j.physbeh.2016.11.016"
"27011008","Exposure to Folate Receptor Alpha Antibodies during Gestation and Weaning Leads to Severe Behavioral Deficits in Rats: A Pilot Study","Sequeira JM, Desai A, Berrocal-Zaragoza MI, Murphy MM, Fernandez-Ballart JD, Quadros EV.","PLoS One. 2016 Mar 24;11(3):e0152249. doi: 10.1371/journal.pone.0152249. eCollection 2016.","Sequeira JM","PLoS One","2016","2016/03/25","PMC4807076","","10.1371/journal.pone.0152249"
"32800866","Stimulants cocktail: Methylphenidate plus caffeine impairs memory and cognition and alters mitochondrial and oxidative status","Freddo N, Soares SM, Fortuna M, Pompermaier A, Varela ACC, Maffi VC, Mozzato MT, de Alcantara Barcellos HH, Koakoski G, Barcellos LJG, Rossato-Grando LG.","Prog Neuropsychopharmacol Biol Psychiatry. 2021 Mar 2;106:110069. doi: 10.1016/j.pnpbp.2020.110069. Epub 2020 Aug 13.","Freddo N","Prog Neuropsychopharmacol Biol Psychiatry","2021","2020/08/18","","","10.1016/j.pnpbp.2020.110069"
"31041986","Marked Increases in Resting-State MEG Gamma-Band Activity in Combat-Related Mild Traumatic Brain Injury","Huang MX, Huang CW, Harrington DL, Nichols S, Robb-Swan A, Angeles-Quinto A, Le L, Rimmele C, Drake A, Song T, Huang JW, Clifford R, Ji Z, Cheng CK, Lerman I, Yurgil KA, Lee RR, Baker DG.","Cereb Cortex. 2020 Jan 10;30(1):283-295. doi: 10.1093/cercor/bhz087.","Huang MX","Cereb Cortex","2020","2019/05/02","","","10.1093/cercor/bhz087"
"28017852","Anxiety and risk assessment-related traits in a rat model of Spinocerebellar ataxia type 17","Kyriakou EI, Manfré G, Spadaro JA, Nguyen HP, Harst JEV, Homberg JR.","Behav Brain Res. 2017 Mar 15;321:106-112. doi: 10.1016/j.bbr.2016.12.023. Epub 2016 Dec 23.","Kyriakou EI","Behav Brain Res","2017","2016/12/27","","","10.1016/j.bbr.2016.12.023"
"27562067","The effects of different aerobic exercise intensities on serum serotonin concentrations and their association with Stroop task performance: a randomized controlled trial","Zimmer P, Stritt C, Bloch W, Schmidt FP, Hübner ST, Binnebößel S, Schenk A, Oberste M.","Eur J Appl Physiol. 2016 Oct;116(10):2025-34. doi: 10.1007/s00421-016-3456-1. Epub 2016 Aug 25.","Zimmer P","Eur J Appl Physiol","2016","2016/08/27","","","10.1007/s00421-016-3456-1"
"29665767","Nano-CuO impairs spatial cognition associated with inhibiting hippocampal long-term potentiation via affecting glutamatergic neurotransmission in rats","Li X, Sun W, An L.","Toxicol Ind Health. 2018 Jun;34(6):409-421. doi: 10.1177/0748233718758233. Epub 2018 Apr 17.","Li X","Toxicol Ind Health","2018","2018/04/19","","","10.1177/0748233718758233"
"29274996","Cortical control of aggression: GABA signalling in the anterior cingulate cortex","Jager A, Amiri H, Bielczyk N, van Heukelum S, Heerschap A, Aschrafi A, Poelmans G, Buitelaar JK, Kozicz T, Glennon JC.","Eur Neuropsychopharmacol. 2020 Jan;30:5-16. doi: 10.1016/j.euroneuro.2017.12.007. Epub 2017 Dec 20.","Jager A","Eur Neuropsychopharmacol","2020","2017/12/25","","","10.1016/j.euroneuro.2017.12.007"
"27932977","Human Neural Stem Cell Transplantation Rescues Cognitive Defects in APP/PS1 Model of Alzheimer's Disease by Enhancing Neuronal Connectivity and Metabolic Activity","Li X, Zhu H, Sun X, Zuo F, Lei J, Wang Z, Bao X, Wang R.","Front Aging Neurosci. 2016 Nov 23;8:282. doi: 10.3389/fnagi.2016.00282. eCollection 2016.","Li X","Front Aging Neurosci","2016","2016/12/10","PMC5120101","","10.3389/fnagi.2016.00282"
"27559180","Training Working Memory in Childhood Enhances Coupling between Frontoparietal Control Network and Task-Related Regions","Barnes JJ, Nobre AC, Woolrich MW, Baker K, Astle DE.","J Neurosci. 2016 Aug 24;36(34):9001-11. doi: 10.1523/JNEUROSCI.0101-16.2016.","Barnes JJ","J Neurosci","2016","2016/08/26","PMC4995310","","10.1523/JNEUROSCI.0101-16.2016"
"31203811","The Association between HbA1c Levels, Olfactory Memory and Cognition in Normal, Pre-Diabetic and Diabetic Persons","Yulug B, Saatci O, Işıklar A, Hanoglu L, Kilic U, Ozansoy M, Cankaya S, Cankaya B, Kilic E.","Endocr Metab Immune Disord Drug Targets. 2020;20(2):198-212. doi: 10.2174/1871530319666190614121738.","Yulug B","Endocr Metab Immune Disord Drug Targets","2020","2019/06/18","","","10.2174/1871530319666190614121738"
"30264910","Connecting the brain cholesterol and renin-angiotensin systems: potential role of statins and RAS-modifying medications in dementia","Petek B, Villa-Lopez M, Loera-Valencia R, Gerenu G, Winblad B, Kramberger MG, Ismail MA, Eriksdotter M, Garcia-Ptacek S.","J Intern Med. 2018 Dec;284(6):620-642. doi: 10.1111/joim.12838. Epub 2018 Oct 28.","Petek B","J Intern Med","2018","2018/09/29","","","10.1111/joim.12838"
"29879399","The effects of volume versus intensity of long-term voluntary exercise on physiology and behavior in C57/Bl6 mice","Robison LS, Popescu DL, Anderson ME, Beigelman SI, Fitzgerald SM, Kuzmina AE, Lituma DA, Subzwari S, Michaelos M, Anderson BJ, Van Nostrand WE, Robinson JK.","Physiol Behav. 2018 Oct 1;194:218-232. doi: 10.1016/j.physbeh.2018.06.002. Epub 2018 Jun 4.","Robison LS","Physiol Behav","2018","2018/06/08","","","10.1016/j.physbeh.2018.06.002"
"31366270","An objective and automated method for evaluating abdominal hyperalgesia in a rat model for endometriosis","van Aken MA, Groothuis PG, Panagiotou M, Duin MV, Nap AW, van Rijn TC, Kozicz T, Braat DD, Peeters AB.","Lab Anim. 2020 Aug;54(4):365-372. doi: 10.1177/0023677219856915. Epub 2019 Aug 1.","van Aken MA","Lab Anim","2020","2019/08/02","","","10.1177/0023677219856915"
"27149826","[Ivan Solomonovich Beritashvili (1885-1974)--At the Origins of Cognitive Behaviorism]","Kopaladze RA.","Usp Fiziol Nauk. 2016 Jan-Mar;47(1):97-110.","Kopaladze RA","Usp Fiziol Nauk","2016","2016/05/07","","",""
"30355809","Simultaneous measurements of three-dimensional trajectories and wingbeat frequencies of birds in the field","Ling H, Mclvor GE, Nagy G, MohaimenianPour S, Vaughan RT, Thornton A, Ouellette NT.","J R Soc Interface. 2018 Oct 24;15(147):20180653. doi: 10.1098/rsif.2018.0653.","Ling H","J R Soc Interface","2018","2018/10/26","PMC6228479","","10.1098/rsif.2018.0653"
"31810008","Neural constraints on human number concepts","Nieder A.","Curr Opin Neurobiol. 2020 Feb;60:28-36. doi: 10.1016/j.conb.2019.10.003. Epub 2019 Dec 4.","Nieder A","Curr Opin Neurobiol","2020","2019/12/07","","","10.1016/j.conb.2019.10.003"
"30392622","Methodological Challenges in Studying Autism Spectrum Disorder","Monuteaux MC.","J Am Acad Child Adolesc Psychiatry. 2018 Nov;57(11):824-825. doi: 10.1016/j.jaac.2018.07.875.","Monuteaux MC","J Am Acad Child Adolesc Psychiatry","2018","2018/11/06","","","10.1016/j.jaac.2018.07.875"
"28581307","""Familiarity-based stimulus generalization of conditioned suppression"": Correction to Robinson, Whitt, and Jones (2017)","","J Exp Psychol Anim Learn Cogn. 2017 Jul;43(3):261. doi: 10.1037/xan0000142. Epub 2017 Jun 5.","","J Exp Psychol Anim Learn Cogn","2017","2017/06/06","PMC5974889","","10.1037/xan0000142"
"27690504","The role of past interactions in great apes' communication about absent entities","Bohn M, Call J, Tomasello M.","J Comp Psychol. 2016 Nov;130(4):351-357. doi: 10.1037/com0000042. Epub 2016 Oct 3.","Bohn M","J Comp Psychol","2016","2016/10/04","","","10.1037/com0000042"
"32205600","Inhibiting α5 Subunit-Containing γ-Aminobutyric Acid Type A Receptors Attenuates Cognitive Deficits After Traumatic Brain Injury","Khodaei S, Avramescu S, Wang DS, Sheng H, Chan NK, Lecker I, Fernandez-Escobar A, Lei G, Dewar MB, Whissell PD, Baker AJ, Orser BA.","Crit Care Med. 2020 Apr;48(4):533-544. doi: 10.1097/CCM.0000000000004161.","Khodaei S","Crit Care Med","2020","2020/03/25","","","10.1097/CCM.0000000000004161"
"28792471","Comparative Studies on Behavioral, Cognitive and Biomolecular Profiling of ICR, C57BL/6 and Its Sub-Strains Suitable for Scopolamine-Induced Amnesic Models","Karthivashan G, Park SY, Kim JS, Cho DY, Ganesan P, Choi DK.","Int J Mol Sci. 2017 Aug 9;18(8):1735. doi: 10.3390/ijms18081735.","Karthivashan G","Int J Mol Sci","2017","2017/08/10","PMC5578125","","10.3390/ijms18081735"
"30917861","Functional networks are impaired by elevated tau-protein but reversible in a regulatable Alzheimer's disease mouse model","Green C, Sydow A, Vogel S, Anglada-Huguet M, Wiedermann D, Mandelkow E, Mandelkow EM, Hoehn M.","Mol Neurodegener. 2019 Mar 27;14(1):13. doi: 10.1186/s13024-019-0316-6.","Green C","Mol Neurodegener","2019","2019/03/29","PMC6438042","","10.1186/s13024-019-0316-6"
"33198235","Associations between Pro- and Anti-Inflammatory Gastro-Intestinal Microbiota, Diet, and Cognitive Functioning in Dutch Healthy Older Adults: The NU-AGE Study","van Soest APM, Hermes GDA, Berendsen AAM, van de Rest O, Zoetendal EG, Fuentes S, Santoro A, Franceschi C, de Groot LCPGM, de Vos WM.","Nutrients. 2020 Nov 12;12(11):3471. doi: 10.3390/nu12113471.","van Soest APM","Nutrients","2020","2020/11/17","PMC7697493","","10.3390/nu12113471"
"27755061","LASSBio-1422: a new molecular scaffold with efficacy in animal models of schizophrenia and disorders of attention and cognition","Betti AH, Antonio CB, Pompeu TE, Martins TS, Herzfeldt V, Stolz ED, Fraga CA, Barreiro E, Noël F, Rates SM.","Behav Pharmacol. 2017 Feb;28(1):48-62. doi: 10.1097/FBP.0000000000000267.","Betti AH","Behav Pharmacol","2017","2016/10/19","","","10.1097/FBP.0000000000000267"
"32092287","Differential day-night expression of tight junction components in murine retinal pigment epithelium","Louer EMM, Günzel D, Rosenthal R, Carmone C, Yi G, Stunnenberg HG, den Hollander AI, Deen PMT.","Exp Eye Res. 2020 Apr;193:107985. doi: 10.1016/j.exer.2020.107985. Epub 2020 Feb 21.","Louer EMM","Exp Eye Res","2020","2020/02/25","","","10.1016/j.exer.2020.107985"
"32027929","Acute administration of perampanel, an AMPA receptor antagonist, reduces cognitive impairments after traumatic brain injury in rats","Aida V, Niedzielko TL, Szaflarski JP, Floyd CL.","Exp Neurol. 2020 May;327:113222. doi: 10.1016/j.expneurol.2020.113222. Epub 2020 Feb 3.","Aida V","Exp Neurol","2020","2020/02/07","","","10.1016/j.expneurol.2020.113222"
"31089854","The effect of exercise on memory and BDNF signaling is dependent on intensity","Cefis M, Prigent-Tessier A, Quirié A, Pernet N, Marie C, Garnier P.","Brain Struct Funct. 2019 Jul;224(6):1975-1985. doi: 10.1007/s00429-019-01889-7. Epub 2019 May 14.","Cefis M","Brain Struct Funct","2019","2019/05/16","","","10.1007/s00429-019-01889-7"
"30306256","Comparison of bonobo and chimpanzee brain microstructure reveals differences in socio-emotional circuits","Issa HA, Staes N, Diggs-Galligan S, Stimpson CD, Gendron-Fitzpatrick A, Taglialatela JP, Hof PR, Hopkins WD, Sherwood CC.","Brain Struct Funct. 2019 Jan;224(1):239-251. doi: 10.1007/s00429-018-1751-9. Epub 2018 Oct 10.","Issa HA","Brain Struct Funct","2019","2018/10/12","","","10.1007/s00429-018-1751-9"
"29581432","Maternal deprivation induces alterations in cognitive and cortical function in adulthood","Janetsian-Fritz SS, Timme NM, Timm MM, McCane AM, Baucum Ii AJ, O'Donnell BF, Lapish CC.","Transl Psychiatry. 2018 Mar 27;8(1):71. doi: 10.1038/s41398-018-0119-5.","Janetsian-Fritz SS","Transl Psychiatry","2018","2018/03/28","PMC5913289","","10.1038/s41398-018-0119-5"
"28717969","Decreasing the Expression of GABA(A) α5 Subunit-Containing Receptors Partially Improves Cognitive, Electrophysiological, and Morphological Hippocampal Defects in the Ts65Dn Model of Down Syndrome","Vidal V, García-Cerro S, Martínez P, Corrales A, Lantigua S, Vidal R, Rueda N, Ozmen L, Hernández MC, Martínez-Cué C.","Mol Neurobiol. 2018 Jun;55(6):4745-4762. doi: 10.1007/s12035-017-0675-3. Epub 2017 Jul 17.","Vidal V","Mol Neurobiol","2018","2017/07/19","","","10.1007/s12035-017-0675-3"
"28402427","BDNF overexpression prevents cognitive deficit elicited by adolescent cannabis exposure and host susceptibility interaction","Segal-Gavish H, Gazit N, Barhum Y, Ben-Zur T, Taler M, Hornfeld SH, Gil-Ad I, Weizman A, Slutsky I, Niwa M, Kamiya A, Sawa A, Offen D, Barzilay R.","Hum Mol Genet. 2017 Jul 1;26(13):2462-2471. doi: 10.1093/hmg/ddx139.","Segal-Gavish H","Hum Mol Genet","2017","2017/04/13","PMC6251614","","10.1093/hmg/ddx139"
"28177724","Dose-dependent decrease in mortality with no cognitive or muscle function improvements due to dietary EGCG supplementation in aged mice","Pence BD, Bhattacharya TK, Park P, Rytych JL, Allen JM, Sun Y, McCusker RH, Kelley KW, Johnson RW, Rhodes JS, Woods JA.","Appl Physiol Nutr Metab. 2017 May;42(5):495-502. doi: 10.1139/apnm-2016-0530. Epub 2017 Jan 5.","Pence BD","Appl Physiol Nutr Metab","2017","2017/02/09","","","10.1139/apnm-2016-0530"
"27751826","Kai Xin San aqueous extract improves Aβ(1-40)-induced cognitive deficits on adaptive behavior learning by enhancing memory-related molecules expression in the hippocampus","Lu C, Shi Z, Sun X, Pan R, Chen S, Li Y, Qu L, Sun L, Dang H, Bu L, Chen L, Liu X.","J Ethnopharmacol. 2017 Apr 6;201:73-81. doi: 10.1016/j.jep.2016.10.002. Epub 2016 Oct 14.","Lu C","J Ethnopharmacol","2017","2016/10/19","","","10.1016/j.jep.2016.10.002"
"26879252","[Pharmacological properties of vortioxetine and its pre-clinical consequences]","David DJ, Tritschler L, Guilloux JP, Gardier AM, Sanchez C, Gaillard R.","Encephale. 2016 Feb;42(1 Suppl 1):1S12-23. doi: 10.1016/S0013-7006(16)30015-X.","David DJ","Encephale","2016","2016/02/17","","","10.1016/S0013-7006(16)30015-X"
"26632337","GLYX-13 (rapastinel) ameliorates subchronic phencyclidine- and ketamine-induced declarative memory deficits in mice","Rajagopal L, Burgdorf JS, Moskal JR, Meltzer HY.","Behav Brain Res. 2016 Feb 15;299:105-10. doi: 10.1016/j.bbr.2015.10.060. Epub 2015 Nov 26.","Rajagopal L","Behav Brain Res","2016","2015/12/04","PMC4721234","NIHMS749384","10.1016/j.bbr.2015.10.060"
"32098348","The Effects of Early Life Stress, Postnatal Diet Modulation, and Long-Term Western-Style Diet on Later-Life Metabolic and Cognitive Outcomes","Abbink MR, Schipper L, Naninck EFG, de Vos CMH, Meier R, van der Beek EM, Lucassen PJ, Korosi A.","Nutrients. 2020 Feb 22;12(2):570. doi: 10.3390/nu12020570.","Abbink MR","Nutrients","2020","2020/02/27","PMC7071477","","10.3390/nu12020570"
"31578943","DL-3-n-butylphthalide (NBP) ameliorates cognitive deficits and CaMKII-mediated long-term potentiation impairment in the hippocampus of diabetic db/db mice","Gao M, Ji S, Li J, Zhang S.","Neurol Res. 2019 Nov;41(11):1024-1033. doi: 10.1080/01616412.2019.1672387. Epub 2019 Oct 3.","Gao M","Neurol Res","2019","2019/10/04","","","10.1080/01616412.2019.1672387"
"31229635","Peripubertal GnRH and testosterone co-treatment leads to increased familiarity preferences in male sheep","Hough D, Robinson JE, Bellingham M, Fleming LM, McLaughlin M, Jama K, Haraldsen I, Solbakk AK, Evans NP.","Psychoneuroendocrinology. 2019 Oct;108:70-77. doi: 10.1016/j.psyneuen.2019.06.008. Epub 2019 Jun 13.","Hough D","Psychoneuroendocrinology","2019","2019/06/24","PMC6712355","","10.1016/j.psyneuen.2019.06.008"
"30215264","Role of microRNA-126 in vascular cognitive impairment in mice","Yu P, Venkat P, Chopp M, Zacharek A, Shen Y, Ning R, Liang L, Li W, Zhang L, Landschoot-Ward J, Jiang R, Chen J.","J Cereb Blood Flow Metab. 2019 Dec;39(12):2497-2511. doi: 10.1177/0271678X18800593. Epub 2018 Sep 14.","Yu P","J Cereb Blood Flow Metab","2019","2018/09/15","PMC6893975","","10.1177/0271678X18800593"
"28163090","Daily rhythms of cognition-related factors are modified in an experimental model of Alzheimer's disease","Navigatore-Fonzo L, Castro A, Pignataro V, Garraza M, Casais M, Anzulovich AC.","Brain Res. 2017 Apr 1;1660:27-35. doi: 10.1016/j.brainres.2017.01.033. Epub 2017 Feb 2.","Navigatore-Fonzo L","Brain Res","2017","2017/02/07","","","10.1016/j.brainres.2017.01.033"
"33325586","Recognition and Removal of Amyloid-β by a Heteromultivalent Macrocyclic Coassembly: A Potential Strategy for the Treatment of Alzheimer's Disease","Wang H, Xu X, Pan YC, Yan Y, Hu XY, Chen R, Ravoo BJ, Guo DS, Zhang T.","Adv Mater. 2021 Jan;33(4):e2006483. doi: 10.1002/adma.202006483. Epub 2020 Dec 16.","Wang H","Adv Mater","2021","2020/12/16","","","10.1002/adma.202006483"
"30668640","Inhibition of EHMT1/2 rescues synaptic and cognitive functions for Alzheimer's disease","Zheng Y, Liu A, Wang ZJ, Cao Q, Wang W, Lin L, Ma K, Zhang F, Wei J, Matas E, Cheng J, Chen GJ, Wang X, Yan Z.","Brain. 2019 Mar 1;142(3):787-807. doi: 10.1093/brain/awy354.","Zheng Y","Brain","2019","2019/01/23","PMC6391616","","10.1093/brain/awy354"
"29253878","Eicosanoyl-5-hydroxytryptamide (EHT) prevents Alzheimer's disease-related cognitive and electrophysiological impairments in mice exposed to elevated concentrations of oligomeric beta-amyloid","Asam K, Staniszewski A, Zhang H, Melideo SL, Mazzeo A, Voronkov M, Huber KL, Pérez E, Stock M, Stock JB, Arancio O, Nicholls RE.","PLoS One. 2017 Dec 18;12(12):e0189413. doi: 10.1371/journal.pone.0189413. eCollection 2017.","Asam K","PLoS One","2017","2017/12/19","PMC5734769","","10.1371/journal.pone.0189413"
"27829242","Caloric restriction preserves memory and reduces anxiety of aging mice with early enhancement of neurovascular functions","Parikh I, Guo J, Chuang KH, Zhong Y, Rempe RG, Hoffman JD, Armstrong R, Bauer B, Hartz AM, Lin AL.","Aging (Albany NY). 2016 Nov 8;8(11):2814-2826. doi: 10.18632/aging.101094.","Parikh I","Aging (Albany NY)","2016","2016/11/10","PMC5191872","","10.18632/aging.101094"
"27225976","Relative to Typical Antipsychotic Drugs, Aripiprazole Is a Safer Alternative for Alleviating Behavioral Disturbances After Experimental Brain Trauma","Phelps TI, Bondi CO, Mattiola VV, Kline AE.","Neurorehabil Neural Repair. 2017 Jan;31(1):25-33. doi: 10.1177/1545968316650281. Epub 2016 May 24.","Phelps TI","Neurorehabil Neural Repair","2017","2016/05/27","PMC4883666","NIHMS782124","10.1177/1545968316650281"
"26956259","Impaired Arm Function and Finger Dexterity in a Nonhuman Primate Model of Stroke: Motor and Cognitive Assessments","McEntire CR, Choudhury GR, Torres A, Steinberg GK, Redmond DE Jr, Daadi MM.","Stroke. 2016 Apr;47(4):1109-16. doi: 10.1161/STROKEAHA.115.012506. Epub 2016 Mar 8.","McEntire CR","Stroke","2016","2016/03/10","","","10.1161/STROKEAHA.115.012506"
"30523581","Nicotinamide ribose ameliorates cognitive impairment of aged and Alzheimer's disease model mice","Xie X, Gao Y, Zeng M, Wang Y, Wei TF, Lu YB, Zhang WP.","Metab Brain Dis. 2019 Feb;34(1):353-366. doi: 10.1007/s11011-018-0346-8. Epub 2018 Dec 6.","Xie X","Metab Brain Dis","2019","2018/12/08","","","10.1007/s11011-018-0346-8"
